,,,,experiment,,,,,,,,,,,,,plotting,,,performance,,,network,,,backend,,encoding,,,,,plasticity,,,,,,,,,,,,,,,,,,,,,neurons.inhibitory,,,,,,,,neurons.excitatory,,,,,,,,,neurons.dendrite,,,synapses,,,,,,,,,,,,,,,,,,
experiment_id,experiment_num,network_type,time_finished,type,id,sequences,runtime,episodes,run_add_calib,save_final,save_auto,save_auto_epoches,generate_rand_seed_offset,seed_offset,log_weights,log_permanence,size,file_type,save_figure,compute_performance,method,running_avgs,num_symbols,num_neurons,pattern_size,module_name,neuron_name,dt_stm,dt_seq,t_exc_start,t_scaling_factor,num_repetitions,type,learning_factor,weight_learning,weight_learning_scale,permanence_init_min,permanence_init_max,permanence_max,permanence_threshold,correlation_threshold,w_mature,y,lambda_plus,lambda_minus,lambda_h,homeostasis_depression_rate,target_rate_h,tau_plus,tau_h,delta_t_min,delta_t_max,dt,c_m,v_rest,v_reset,v_thresh,tau_m,tau_syn_I,tau_syn_E,tau_refrac,c_m,v_rest,v_reset,v_thresh,tau_m,tau_syn_ext,tau_syn_den,tau_syn_inh,tau_refrac,I_p,tau_dAP,theta_dAP,dyn_inh_weights,dyn_weight_calculation,w_ext_exc,w_exc_exc,w_exc_inh,w_inh_exc,p_exc_exc,receptor_ext_exc,receptor_exc_exc,receptor_exc_inh,receptor_inh_exc,delay_ext_exc,delay_exc_exc,delay_exc_inh,delay_inh_exc,j_ext_exc_psp,j_exc_inh_psp,j_inh_exc_psp,use_on_chip_plasticity
org_s1,01,SHTMTotal,22.05.24 - 17:24,eval-multi,org_s1,"[['A', 'C', 'B'], ['D', 'C', 'B']]",360,100,False,False,False,5,False,0,True,True,"[10, 12]",pdf,True,True,all_symbols,"[0.25, 0.5, 0.75, 1.0]",4,15,3,nestml_mc01_module,iaf_psc_exp_nonlineardendritemc01_nestml,40,100,10,1.0,1,original,1,False,0.0026,0,8,20.0,10.0,0.0005,0.1298,1,0.08,0.0015,0.014,1.0,1.0,20,360,4,75,0.1,0.25,0,0,15,5,1.0,0.5,2,250,0,0,20,10,2,5,1,10,200,60,59,False,True,4.11221,0.0,3.87465,12.9155,0.2,I_1,I_2,excitatory,I_3,0.1,2,0.1,0.1,22.0,6.0,-40,None
org_s1_last-sym,01,SHTMTotal,22.05.24 - 17:38,eval-multi,org_s1_last-sym,"[['A', 'C', 'B'], ['D', 'C', 'B']]",360,100,False,False,False,5,False,0,True,True,"[10, 12]",pdf,True,True,last_symbol,"[0.25, 0.5, 0.75, 1.0]",4,15,3,nestml_mc01_module,iaf_psc_exp_nonlineardendritemc01_nestml,40,100,10,1.0,1,original,1,False,0.0026,0,8,20.0,10.0,0.0005,0.1298,1,0.08,0.0015,0.014,1.0,1.0,20,360,4,75,0.1,0.25,0,0,15,5,1.0,0.5,2,250,0,0,20,10,2,5,1,10,200,60,59,False,True,4.112209148358357,0.0,3.8746489950446508,12.915496650148835,0.2,I_1,I_2,excitatory,I_3,0.1,2,0.1,0.1,22.0,6.0,-40,None
org_s2,01,SHTMTotal,22.05.24 - 17:44,eval-multi,org_s2,"[['A', 'D', 'B', 'E'], ['F', 'D', 'B', 'C']]",440,100,False,False,False,5,False,0,True,True,"[10, 12]",pdf,True,True,all_symbols,"[0.25, 0.5, 0.75, 1.0]",6,15,3,nestml_mc01_module,iaf_psc_exp_nonlineardendritemc01_nestml,40,100,10,1.0,1,original,1,False,0.0026,0,8,20.0,10.0,0.0005,0.1298,1,0.08,0.0015,0.014,1.0,1.0,20,440,4,75,0.1,0.25,0,0,15,5,1.0,0.5,2,250,0,0,20,10,2,5,1,10,200,60,59,False,True,4.112209148358357,0.0,3.8746489950446508,12.915496650148835,0.2,I_1,I_2,excitatory,I_3,0.1,2,0.1,0.1,22.0,6.0,-40,None
org_s2_last-sym,01,SHTMTotal,22.05.24 - 17:52,eval-multi,org_s2_last-sym,"[['A', 'D', 'B', 'E'], ['F', 'D', 'B', 'C']]",440,100,False,False,False,5,False,0,True,True,"[10, 12]",pdf,True,True,last_symbol,"[0.25, 0.5, 0.75, 1.0]",6,15,3,nestml_mc01_module,iaf_psc_exp_nonlineardendritemc01_nestml,40,100,10,1.0,1,original,1,False,0.0026,0,8,20.0,10.0,0.0005,0.1298,1,0.08,0.0015,0.014,1.0,1.0,20,440,4,75,0.1,0.25,0,0,15,5,1.0,0.5,2,250,0,0,20,10,2,5,1,10,200,60,59,False,True,4.112209148358357,0.0,3.8746489950446508,12.915496650148835,0.2,I_1,I_2,excitatory,I_3,0.1,2,0.1,0.1,22.0,6.0,-40,None
bss2_s1,01,SHTMTotal,22.05.24 - 08:07,eval-multi,bss2_s1,"[['A', 'C', 'B'], ['D', 'C', 'B']]",360,100,False,False,False,5,False,0,True,True,"[10, 12]",pdf,True,True,all_symbols,"[0.25, 0.5, 0.75, 1.0]",4,15,3,nestml_mc01_module,iaf_psc_exp_nonlineardendritemc01_nestml,40,100,30,1.0,1,bss2,1,False,0.0026,0,8,20.0,10.0,0.0005,0.1298,1,0.15,0.004,0.02,1.0,0.16,19,360,4,75,0.1,0.25,0,0,15,5,1.0,0.5,2,250,0,0,20,10,2,5,1,10,200,60,59,False,True,4.112209148358357,0.0,3.8746489950446508,12.915496650148835,0.2,I_1,I_2,excitatory,I_3,0.1,2,0.1,0.1,22.0,6.0,-40,None
bss2_s1_last-sym,01,SHTMTotal,22.05.24 - 08:11,eval-multi,bss2_s1_last-sym,"[['A', 'C', 'B'], ['D', 'C', 'B']]",360,100,False,False,False,5,False,0,True,True,"[10, 12]",pdf,True,True,last_symbol,"[0.25, 0.5, 0.75, 1.0]",4,15,3,nestml_mc01_module,iaf_psc_exp_nonlineardendritemc01_nestml,40,100,30,1.0,1,bss2,1,False,0.0026,0,8,20.0,10.0,0.0005,0.1298,1,0.15,0.004,0.02,1.0,0.16,19,360,4,75,0.1,0.25,0,0,15,5,1.0,0.5,2,250,0,0,20,10,2,5,1,10,200,60,59,False,True,4.112209148358357,0.0,3.8746489950446508,12.915496650148835,0.2,I_1,I_2,excitatory,I_3,0.1,2,0.1,0.1,22.0,6.0,-40,None
bss2_s2,01,SHTMTotal,22.05.24 - 08:13,eval-multi,bss2_s2,"[['A', 'D', 'B', 'E'], ['F', 'D', 'B', 'C']]",440,100,False,False,False,5,False,0,True,True,"[10, 12]",pdf,True,True,all_symbols,"[0.25, 0.5, 0.75, 1.0]",6,15,3,nestml_mc01_module,iaf_psc_exp_nonlineardendritemc01_nestml,40,100,30,1.0,1,bss2,1,False,0.0026,0,8,20.0,10.0,0.0005,0.1298,1,0.15,0.004,0.02,1.0,0.16,19,440,4,75,0.1,0.25,0,0,15,5,1.0,0.5,2,250,0,0,20,10,2,5,1,10,200,60,59,False,True,4.112209148358357,0.0,3.8746489950446508,12.915496650148835,0.2,I_1,I_2,excitatory,I_3,0.1,2,0.1,0.1,22.0,6.0,-40,None
bss2_s2_last-sym,01,SHTMTotal,22.05.24 - 08:15,eval-multi,bss2_s2_last-sym,"[['A', 'D', 'B', 'E'], ['F', 'D', 'B', 'C']]",440,100,False,False,False,5,False,0,True,True,"[10, 12]",pdf,True,True,last_symbol,"[0.25, 0.5, 0.75, 1.0]",6,15,3,nestml_mc01_module,iaf_psc_exp_nonlineardendritemc01_nestml,40,100,30,1.0,1,bss2,1,False,0.0026,0,8,20.0,10.0,0.0005,0.1298,1,0.15,0.004,0.02,1.0,0.16,19,440,4,75,0.1,0.25,0,0,15,5,1.0,0.5,2,250,0,0,20,10,2,5,1,10,200,60,59,False,True,4.112209148358357,0.0,3.8746489950446508,12.915496650148835,0.2,I_1,I_2,excitatory,I_3,0.1,2,0.1,0.1,22.0,6.0,-40,None
bss2_s1,02,SHTMTotal,23.05.24 - 00:38,eval-multi,bss2_s1,"[['A', 'C', 'B'], ['D', 'C', 'B']]",360,100,False,False,False,5,False,0,True,True,"[10, 12]",pdf,True,True,all_symbols,"[0.25, 0.5, 0.75, 1.0]",4,15,3,nestml_mc01_module,iaf_psc_exp_nonlineardendritemc01_nestml,40,100,30,1.0,1,bss2,1,False,0.0026,0,8,20.0,10.0,0.0005,0.1298,1,0.18,0.003,0.025,1.0,0.16,22,360,4,75,0.1,0.25,0,0,15,5,1.0,0.5,2,250,0,0,20,10,2,5,1,10,200,60,59,False,True,4.112209148358357,0.0,3.8746489950446508,12.915496650148835,0.2,I_1,I_2,excitatory,I_3,0.1,2,0.1,0.1,22.0,6.0,-40,None
